key,category,zh-CN,note
changelog.entry.11.item.4,更新日志,优化：灵石掉落和战利品层次重新整理，刷图时更容易感受到不同地图的产出差异。,
changelog.entry.11.summary,更新日志,功法、装备和野外掉落在这一轮一起扩充，前中期刷图换装会更有目标感。,
changelog.entry.12.item.0,更新日志,增加：界面支持左右侧栏与下方面板收拢、拖拽调节，宽屏下看背包、任务和功法更舒展。,
changelog.entry.12.item.1,更新日志,增加：地图昼夜氛围变得更明显，清晨、黄昏和深夜会有更清楚的光感变化。,
changelog.entry.12.item.2,更新日志,优化：整理背包、穿脱装备、切换主修和自动战斗等常用操作响应更快。,
changelog.entry.12.item.3,更新日志,修复：界面休眠或气机波动后断线恢复，以及关闭大地图后小地图不会及时回来的问题。,
changelog.entry.12.item.4,更新日志,优化：已学功法经验随新道法节奏同步，门槛和收益更容易对上。,
changelog.entry.12.summary,更新日志,界面布局、地图氛围和功法成长体验迎来一轮集中打磨，长时间挂机和频繁切面板都会更顺手。,
changelog.entry.13.item.0,更新日志,增加：地面物品、容器搜索、楼梯切换和部分隐藏入口正式接入，跑图时能捡、能搜、能上下楼的地方更多了。,
changelog.entry.13.item.1,更新日志,增加：昼夜时间和视野显示上线，不同时段看地图的感觉会更有区别。,
changelog.entry.13.item.2,更新日志,优化：角色掉线后不会立刻从世界里消失，可以继续原地挂机一段时间。,
changelog.entry.13.item.3,更新日志,修复：地图记忆、临时 Buff 和物品堆叠的保存更稳定了，不容易再出现异常丢失。,
changelog.entry.13.summary,更新日志,掉线挂机、地图探索和世界里能捡能搜的东西，这一天把前期开荒最容易撞上的几件事先补齐了。,
changelog.entry.2.item.0,更新日志,优化：属性构成大改。悬浮属性现在会展示详细来源，整体拆成基础值和四个额外乘区；基础值主要由装备与境界模板提供，Buff 和丹药加成也改成了各自独立的乘区。,
changelog.entry.2.item.1,更新日志,增加：战斗风格跟着重做，技能数量会随境界提升而增加。道友现在需要在技能管理里启用或禁用技能；如果某个功法技能完全不想参与轮转，也可以在功法分页把“技能开”切成“技能关”，直接排除出技能管理。,
changelog.entry.2.item.2,更新日志,优化：技能管理交互重新整理，配招和筛技能会顺手很多；同时 Buff 型技能现在也会自动释放，辅助流派终于能稳定参与实战。,
changelog.entry.2.item.3,更新日志,增加：炼气期地图正式开放，包含主城、五行对应的五张地图，以及一张筑基前地图。五行地图都覆盖练气一层到半步筑基的战斗内容，只是地图风格、怪物配置和探索方向各不相同，道友可以按灵根与技能流派自行选择路线。,
changelog.entry.2.item.4,更新日志,增加：前往炼气期地图的入口已经接入，需先到天宫，再从封天井右侧前往。,
changelog.entry.2.item.5,更新日志,优化：功法经验获取规则调整。自身境界与功法境界不一致时，每低一级功法经验获取降低 20%，每高一级则提升 20%。,
changelog.entry.2.item.6,更新日志,优化：越级击杀经验奖励重算。普通怪改为 20%，精英 40%，Boss 60%，高风险战斗的收益会更明确。,
changelog.entry.2.item.7,更新日志,优化：怪物掉落表统一整理，大部分常规掉落不再逐只单独配置；宫主额外加入了碎灵丹掉落。,
changelog.entry.2.item.8,更新日志,增加：复活点设置上线。前往地图商人处购买命石并使用后即可更改复活点，回城位置也会随之同步改变。,
changelog.entry.2.item.9,更新日志,调整：五行灵气已经开始接入，但这一块还在持续修改，本次先不把细节写死；另外还有一批零散体验优化与小修正一并实装。,
changelog.entry.2.summary,更新日志,属性构成、技能管理和炼气期地图这一轮一起重做，配装、配招和前往新阶段开荒的思路都跟以前不一样了。,
changelog.entry.3.item.0,更新日志,增加：聊天面板新增了“情仇”分页。被其他玩家击倒后会留下单独记录，离线期间发生的情仇消息也会在重新上线后补发回来。,
changelog.entry.3.item.1,更新日志,修复：同一位场景人物身上的后续任务先做完后，前面漏掉的旧支线可能再也接不到的问题。现在回去找对应场景人物时，也能把漏掉的那条任务补回来。,
changelog.entry.3.summary,更新日志,情仇记录和漏接任务补接已经上线，被谁放倒、哪条旧支线没拿到，现在都更容易查清。,
changelog.entry.4.item.0,更新日志,增加：游戏内邮件正式接入，收信、翻页看附件和领取奖励都更方便了。,
changelog.entry.4.item.1,更新日志,增加：兰药师现在开了药品商店，常用丹药和恢复药可以直接购买；物品来源里也会把商店购买标出来。,
changelog.entry.4.item.2,更新日志,增加：任务、突破和不少物品说明补进了更多来源与图鉴提示，已学已阅状态、装备对比和药品效果显示也更完整。,
changelog.entry.4.item.3,更新日志,优化：修仙境界重新整理为十二层体系，阶段划分和成长路线会更清楚。,
changelog.entry.4.item.4,更新日志,修复：自动反击会打断手动赶路、开天门在手机端与深色模式下显示异常、击杀经验结算不够合理等影响实战体验的问题。,
changelog.entry.4.summary,更新日志,邮件、物品来源和修仙阶段说明补了一轮实用内容，收附件、找药和看成长路线都更直观。,
changelog.entry.5.item.0,更新日志,增加：加入简易教程弹层，新角色更容易看懂基础操作和前期推进顺序。,
changelog.entry.5.item.1,更新日志,增加：界面新增整体缩放，桌面和高分屏下可以把字号、版面调到更顺眼的状态。,
changelog.entry.5.item.2,更新日志,增加：任务和突破相关条目补进了悬停图鉴与说明，找材料、看前置条件时不用再来回翻面板。,
changelog.entry.5.item.3,更新日志,修复：多处主线与突破任务判定不准、目标显示和实际要求对不上的问题。,
changelog.entry.5.item.4,更新日志,修复：开天门入口显示异常、技能选点和强制攻击锁定不稳定、坊市列表和背包数量对不上的问题。,
changelog.entry.5.item.5,更新日志,优化：普通怪刷新数量和连杀刷新节奏重新整理，高阶地图的刷怪与突破产出也一起校准了。,
changelog.entry.5.summary,更新日志,主线突破判定、界面阅读和新手引导一起补强了一轮，卡任务、看条件和刚入门时都会顺手很多。,
changelog.entry.6.item.0,更新日志,增加：多张地图重排了路线、地标和关键区域，安全区禁攻、开天门入口和主线推进也一起接进了地图节奏里。,
changelog.entry.6.item.1,更新日志,增加：功法补进了分类、筛选和状态栏展示，锻体路线、开天门弹层和多门新功法也正式加入。,
changelog.entry.6.item.2,更新日志,优化：怪物按类型重新配了基础强度和掉落，地图难度曲线、云来镇鼠患刷新和同格多人显示都重新整理过。,
changelog.entry.6.item.3,更新日志,修复：任务击杀目标名与数量要求不准、隐藏台阶还会冒出楼梯、复活点混乱等容易打断推进的问题。,
changelog.entry.6.item.4,更新日志,修复：生命灵力回复、怪物观察显示和侧栏拖拽折叠联动等表现问题。,
changelog.entry.6.summary,更新日志,凡人到修仙前段的地图、怪物、功法和任务主线一起重整，跑图、练号和刷怪的路线比以前清楚很多。,
changelog.entry.7.item.0,更新日志,增加：聊天面板拆成系统、战斗、附近、世界、宗门几个分页，聊天记录会按角色保留下来，断线回来也更容易接上之前看到的内容。,
changelog.entry.7.item.1,更新日志,增加：云来镇主城启用了新布局，商人商店正式开放，常用补给不用再只靠掉落硬凑。,
changelog.entry.7.item.2,更新日志,增加：技能管理器重新整理过，常用招式、全体攻击、原地战斗和修炼开关更容易找到。,
changelog.entry.7.item.3,更新日志,优化：任务导航更愿意跨地图继续找路，抵达后还会自动收起详情，赶路交任务少一道操作。,
changelog.entry.7.item.4,更新日志,修复：原地战斗、闲置修炼等开关状态不准，以及战斗消息和面板显示不够直观的问题。,
changelog.entry.7.summary,更新日志,任务导航、聊天和云来镇主城这一轮都换了新版本，找路、看消息和逛补给会顺手很多。,
changelog.entry.8.item.0,更新日志,优化：点地移动起步更快，近中距离赶路时不会再明显愣住几息才动身。,
changelog.entry.8.item.1,更新日志,优化：连续改点、边跑边换目标时，旧路线会更快失效，不容易再被过时的寻路结果拉回去。,
changelog.entry.8.item.2,更新日志,优化：长距离绕路和被墙体卡住后的重算更稳，高移速角色赶路时也更贴近自身脚程。,
changelog.entry.8.item.3,更新日志,修复：传送点和出生点重叠时的表现异常，现在切图和复活后的站位更稳定。,
changelog.entry.8.summary,更新日志,长距离赶路和连续改点这块做了重点打磨，跑图时被旧路线拽回去的情况少了很多。,
changelog.entry.9.item.0,更新日志,增加：异步寻路接入后，长距离跑图、自动移动和追怪的连贯性更好了。,
changelog.entry.9.item.1,更新日志,增加：意见面板会在打开时按需刷新，已提交的建议和反馈也会稳定保留下来。,
changelog.entry.9.item.2,更新日志,优化：云来镇灵石矿的结算更直观，打掉多少耐久就更容易拿到对应收益。,
changelog.entry.9.item.3,更新日志,修复：凡武后期到入门修仙前的突破门槛过陡，以及叩仙门缺少灵根检查的问题。,
changelog.entry.9.summary,更新日志,跑图、突破和反馈这几块一起补强了，前中期推进会更顺，常用面板也更懂你要看什么。,
changelog.panel.close-hint,更新日志,点击空白处关闭,
changelog.panel.section.title,更新日志,更新日志,
changelog.panel.subtitle.empty,更新日志,暂无记载,
changelog.panel.subtitle.latest,更新日志,最近记载：{updatedAt},
changelog.panel.title,更新日志,岁月史书,
skill.formula.meta.caster-max-hp,功法,生命,
skill.formula.meta.caster-max-qi,功法,灵力,
skill.formula.meta.caster-stat-anti-crit,功法,免爆,
skill.formula.meta.caster-stat-break-power,功法,破招,
skill.formula.meta.caster-stat-crit,功法,暴击,
skill.formula.meta.caster-stat-crit-damage,功法,暴伤,
skill.formula.meta.caster-stat-dodge,功法,闪避,
skill.formula.meta.caster-stat-hit,功法,命中,
skill.formula.meta.caster-stat-max-hp,功法,生命,
skill.formula.meta.caster-stat-max-qi,功法,灵力,
skill.formula.meta.caster-stat-move-speed,功法,移速,
skill.formula.meta.caster-stat-phys-atk,功法,物攻,
skill.formula.meta.caster-stat-phys-def,功法,护甲,
skill.formula.meta.caster-stat-resolve-power,功法,化解,
skill.formula.meta.caster-stat-spell-atk,功法,法攻,
skill.formula.meta.caster-stat-spell-def,功法,法抗,
skill.formula.meta.target-max-hp,功法,目标生命,
skill.formula.meta.target-max-qi,功法,目标灵力,
skill.formula.meta.target-stat-anti-crit,功法,目标免爆,
skill.formula.meta.target-stat-break-power,功法,目标破招,
skill.formula.meta.target-stat-crit,功法,目标暴击,
skill.formula.meta.target-stat-crit-damage,功法,目标暴伤,
skill.formula.meta.target-stat-dodge,功法,目标闪避,
